Beam_Name,Applied Force Vertical,Applied Force Horizontal,Length,Gamma_M,Steel Class
400  x  400 x 10,93,93,10,1.15,355
,,,,,
400  x  400 x 12,96,96,11,1.15,355
,,,,,
400  x  400 x 12,83,91,11,1.15,355
,,,,,
400  x  400 x 10,82,94,10,1.15,355
,,,,,
400  x  400 x 10,90,88,10,1.15,355
,,,,,
400  x  400 x 12,82,92,11,1.15,355
,,,,,
400  x  400 x 8,85,85,10,1.15,355
,,,,,
400  x  400 x 12.5,89,82,12,1.15,355
,,,,,
400  x  400 x 12,100,84,11,1.15,355
,,,,,
400  x  400 x 10,96,94,10,1.15,355
,,,,,
400  x  400 x 10,96,99,10,1.15,355
,,,,,
400  x  400 x 12,98,89,11,1.15,355
,,,,,
400  x  400 x 12,89,91,11,1.15,355
,,,,,
400  x  400 x 12,98,99,11,1.15,355
,,,,,
400  x  400 x 10,99,97,10,1.15,355
,,,,,
400  x  400 x 12,84,89,11,1.15,355
,,,,,
400  x  400 x 12,84,96,11,1.15,355
,,,,,
400  x  400 x 10,91,93,10,1.15,355
,,,,,
400  x  400 x 10,99,90,10,1.15,355
,,,,,
400  x  400 x 10,88,87,10,1.15,355
,,,,,
400  x  400 x 10,98,100,10,1.15,355
,,,,,
400  x  400 x 10,90,90,10,1.15,355
,,,,,
400  x  400 x 10,96,88,10,1.15,355
,,,,,
400  x  400 x 12,93,86,11,1.15,355
,,,,,
400  x  400 x 12.5,80,87,12,1.15,355
,,,,,
400  x  400 x 12,88,94,11,1.15,355
,,,,,
400  x  400 x 10,92,84,10,1.15,355
,,,,,
400  x  400 x 10,92,94,10,1.15,355
,,,,,
400  x  400 x 10,89,92,10,1.15,355
,,,,,
400  x  400 x 12,93,92,11,1.15,355
,,,,,
400  x  400 x 12,97,97,11,1.15,355
,,,,,
400  x  400 x 12,94,82,11,1.15,355
,,,,,
400  x  400 x 12,86,85,12,1.15,355
,,,,,
400  x  400 x 12,81,99,11,1.15,355
,,,,,
400  x  400 x 10,89,97,10,1.15,355
,,,,,
400  x  400 x 12,97,82,11,1.15,355
,,,,,
400  x  400 x 12,93,81,11,1.15,355
,,,,,
400  x  400 x 12,100,82,11,1.15,355
,,,,,
400  x  400 x 10,90,99,10,1.15,355
,,,,,
400  x  400 x 12.5,80,89,12,1.15,355
,,,,,
400  x  400 x 12.5,88,80,12,1.15,355
,,,,,
400  x  400 x 10,88,82,10,1.15,355
,,,,,
400  x  400 x 10,96,86,10,1.15,355
,,,,,
400  x  400 x 10,95,93,10,1.15,355
,,,,,
400  x  400 x 12,82,86,12,1.15,355
,,,,,
400  x  400 x 10,96,90,10,1.15,355
,,,,,
400  x  400 x 12,98,90,11,1.15,355
,,,,,
400  x  400 x 8,81,85,10,1.15,355
,,,,,
400  x  400 x 10,99,87,10,1.15,355
,,,,,
400  x  400 x 10,96,97,10,1.15,355
,,,,,
400  x  400 x 12,91,88,11,1.15,355
,,,,,
400  x  400 x 10,86,96,10,1.15,355
,,,,,
400  x  400 x 12,91,80,11,1.15,355
,,,,,
400  x  400 x 12,94,84,11,1.15,355
,,,,,
400  x  400 x 10,84,100,10,1.15,355
,,,,,
400  x  400 x 10,93,82,10,1.15,355
,,,,,
400  x  400 x 12,92,88,11,1.15,355
,,,,,
400  x  400 x 10,87,94,10,1.15,355
,,,,,
400  x  400 x 12,80,95,11,1.15,355
,,,,,
400  x  400 x 12,89,83,11,1.15,355
,,,,,
400  x  400 x 12,86,91,11,1.15,355
,,,,,
400  x  400 x 12,97,87,11,1.15,355
,,,,,
400  x  400 x 12.5,87,88,12,1.15,355
,,,,,
400  x  400 x 12,97,100,11,1.15,355
,,,,,
400  x  400 x 10,99,91,10,1.15,355
,,,,,
400  x  400 x 12,88,94,11,1.15,355
,,,,,
400  x  400 x 12,86,90,11,1.15,355
,,,,,
400  x  400 x 10,89,100,10,1.15,355
,,,,,
400  x  400 x 12,90,81,11,1.15,355
,,,,,
400  x  400 x 12.5,89,88,12,1.15,355
,,,,,
400  x  400 x 12,100,82,11,1.15,355
,,,,,
400  x  400 x 10,89,87,10,1.15,355
,,,,,
400  x  400 x 10,94,89,10,1.15,355
,,,,,
400  x  400 x 12,100,89,11,1.15,355
,,,,,
400  x  400 x 10,82,98,10,1.15,355
,,,,,
400  x  400 x 10,98,91,10,1.15,355
,,,,,
400  x  400 x 12,94,81,11,1.15,355
,,,,,
400  x  400 x 12,94,98,11,1.15,355
,,,,,
400  x  400 x 12,83,91,11,1.15,355
,,,,,
400  x  400 x 12,93,92,11,1.15,355
,,,,,
400  x  400 x 12,90,92,11,1.15,355
,,,,,
400  x  400 x 10,97,90,10,1.15,355
,,,,,
400  x  400 x 12,89,82,11,1.15,355
,,,,,
400  x  400 x 12,95,90,11,1.15,355
,,,,,
400  x  400 x 12,91,100,11,1.15,355
,,,,,
400  x  400 x 12,96,91,11,1.15,355
,,,,,
400  x  400 x 12,99,83,11,1.15,355
,,,,,
400  x  400 x 8,84,84,10,1.15,355
,,,,,
400  x  400 x 8,84,87,10,1.15,355
,,,,,
400  x  400 x 12,82,90,11,1.15,355
,,,,,
400  x  400 x 10,80,88,10,1.15,355
,,,,,
400  x  400 x 10,86,96,10,1.15,355
,,,,,
400  x  400 x 8,81,86,10,1.15,355
,,,,,
400  x  400 x 10,90,94,10,1.15,355
,,,,,
400  x  400 x 12,82,85,12,1.15,355
,,,,,
400  x  400 x 10,97,85,10,1.15,355
,,,,,
400  x  400 x 12,88,94,11,1.15,355
,,,,,
400  x  400 x 10,86,92,10,1.15,355
,,,,,
400  x  400 x 12,96,98,11,1.15,355
,,,,,
400  x  400 x 10,99,94,10,1.15,355
,,,,,
400  x  400 x 10,87,89,10,1.15,355
,,,,,
400  x  400 x 12,86,93,11,1.15,355
,,,,,
400  x  400 x 10,85,100,10,1.15,355
,,,,,
400  x  400 x 12,95,97,11,1.15,355
,,,,,
400  x  400 x 8,84,85,10,1.15,355
,,,,,
400  x  400 x 10,87,88,10,1.15,355
,,,,,
400  x  400 x 12,80,91,11,1.15,355
,,,,,
400  x  400 x 10,93,100,10,1.15,355
,,,,,
400  x  400 x 10,98,84,10,1.15,355
,,,,,
400  x  400 x 10,92,82,10,1.15,355
,,,,,
400  x  400 x 10,84,87,11,1.15,355
,,,,,
400  x  400 x 10,95,83,10,1.15,355
,,,,,
400  x  400 x 12,98,97,11,1.15,355
,,,,,
400  x  400 x 12,100,80,11,1.15,355
,,,,,
400  x  400 x 10,89,100,10,1.15,355
,,,,,
400  x  400 x 10,80,98,10,1.15,355
,,,,,
400  x  400 x 12.5,80,88,12,1.15,355
,,,,,
400  x  400 x 10,82,95,10,1.15,355
,,,,,
400  x  400 x 10,94,99,10,1.15,355
,,,,,
400  x  400 x 10,85,97,10,1.15,355
,,,,,
400  x  400 x 10,95,89,10,1.15,355
,,,,,
400  x  400 x 12,89,100,11,1.15,355
,,,,,
400  x  400 x 10,92,98,10,1.15,355
,,,,,
400  x  400 x 10,86,88,10,1.15,355
,,,,,
400  x  400 x 10,90,82,10,1.15,355
,,,,,
400  x  400 x 12,87,92,11,1.15,355
,,,,,
400  x  400 x 8,86,80,10,1.15,355
,,,,,
400  x  400 x 10,86,84,11,1.15,355
,,,,,
400  x  400 x 10,92,93,10,1.15,355
,,,,,
400  x  400 x 12,97,92,11,1.15,355
,,,,,
400  x  400 x 10,86,85,11,1.15,355
,,,,,
400  x  400 x 12,94,94,11,1.15,355
,,,,,
400  x  400 x 10,99,97,10,1.15,355
,,,,,
400  x  400 x 12,92,96,11,1.15,355
,,,,,
400  x  400 x 10,88,95,10,1.15,355
,,,,,
400  x  400 x 8,82,85,10,1.15,355
,,,,,
400  x  400 x 8,80,80,10,1.15,355
,,,,,
400  x  400 x 12,83,82,12,1.15,355
,,,,,
400  x  400 x 10,97,90,10,1.15,355
,,,,,
400  x  400 x 12,90,83,11,1.15,355
,,,,,
400  x  400 x 10,87,83,11,1.15,355
,,,,,
400  x  400 x 10,80,88,10,1.15,355
,,,,,
400  x  400 x 10,84,100,10,1.15,355
,,,,,
400  x  400 x 8,84,87,10,1.15,355
,,,,,
400  x  400 x 10,96,90,10,1.15,355
,,,,,
400  x  400 x 10,100,94,10,1.15,355
,,,,,
400  x  400 x 8,83,80,10,1.15,355
,,,,,
400  x  400 x 10,82,81,11,1.15,355
,,,,,
400  x  400 x 8,84,83,10,1.15,355
,,,,,
400  x  400 x 12,80,85,12,1.15,355
,,,,,
400  x  400 x 10,90,80,10,1.15,355
,,,,,
400  x  400 x 10,92,91,10,1.15,355
,,,,,
400  x  400 x 12,91,81,11,1.15,355
,,,,,
400  x  400 x 12.5,88,83,12,1.15,355
,,,,,
400  x  400 x 10,82,98,10,1.15,355
,,,,,
400  x  400 x 12.5,83,87,12,1.15,355
,,,,,
400  x  400 x 12,98,80,11,1.15,355
,,,,,
400  x  400 x 10,97,83,10,1.15,355
,,,,,
400  x  400 x 10,88,89,10,1.15,355
,,,,,
400  x  400 x 12,88,93,11,1.15,355
,,,,,
400  x  400 x 10,88,83,11,1.15,355
,,,,,
400  x  400 x 8,83,84,10,1.15,355
,,,,,
400  x  400 x 12.5,88,86,12,1.15,355
,,,,,
400  x  400 x 10,95,94,10,1.15,355
,,,,,
400  x  400 x 10,91,81,10,1.15,355
,,,,,
400  x  400 x 10,94,86,10,1.15,355
,,,,,
400  x  400 x 10,89,84,10,1.15,355
,,,,,
400  x  400 x 10,82,93,10,1.15,355
,,,,,
400  x  400 x 8,80,86,10,1.15,355
,,,,,
400  x  400 x 12,80,96,11,1.15,355
,,,,,
400  x  400 x 10,86,88,10,1.15,355
,,,,,
400  x  400 x 10,92,86,10,1.15,355
,,,,,
400  x  400 x 12,100,93,11,1.15,355
,,,,,
400  x  400 x 10,92,100,10,1.15,355
,,,,,
400  x  400 x 12,89,96,11,1.15,355
,,,,,
400  x  400 x 10,98,89,10,1.15,355
,,,,,
400  x  400 x 12,91,99,11,1.15,355
,,,,,
400  x  400 x 12,90,90,11,1.15,355
,,,,,
400  x  400 x 10,86,100,10,1.15,355
,,,,,
400  x  400 x 12,94,95,11,1.15,355
,,,,,
400  x  400 x 8,86,86,10,1.15,355
,,,,,
400  x  400 x 10,88,99,10,1.15,355
,,,,,
400  x  400 x 10,81,86,11,1.15,355
,,,,,
400  x  400 x 10,80,100,10,1.15,355
,,,,,
400  x  400 x 10,95,98,10,1.15,355
,,,,,
400  x  400 x 10,81,88,11,1.15,355
,,,,,
400  x  400 x 12,100,92,11,1.15,355
,,,,,
400  x  400 x 12,87,90,11,1.15,355
,,,,,
400  x  400 x 12,98,85,11,1.15,355
,,,,,
400  x  400 x 12,82,90,11,1.15,355
,,,,,
400  x  400 x 12,84,84,12,1.15,355
,,,,,
400  x  400 x 8,84,82,10,1.15,355
,,,,,
400  x  400 x 12,99,100,11,1.15,355
,,,,,
400  x  400 x 10,100,80,10,1.15,355
,,,,,
400  x  400 x 12,91,94,11,1.15,355
,,,,,
400  x  400 x 12,91,88,11,1.15,355
,,,,,
400  x  400 x 12,81,96,11,1.15,355
,,,,,
400  x  400 x 12,91,86,11,1.15,355
,,,,,
400  x  400 x 12,93,87,11,1.15,355
,,,,,
400  x  400 x 10,90,94,10,1.15,355
,,,,,
400  x  400 x 12,85,95,11,1.15,355
,,,,,
400  x  400 x 12,100,99,11,1.15,355
,,,,,
400  x  400 x 12,89,96,11,1.15,355
,,,,,
400  x  400 x 10,96,99,10,1.15,355
,,,,,
400  x  400 x 10,93,92,10,1.15,355
,,,,,
400  x  400 x 10,94,95,10,1.15,355
,,,,,
400  x  400 x 12,96,91,11,1.15,355
,,,,,
400  x  400 x 10,96,91,10,1.15,355
,,,,,
400  x  400 x 12,85,96,11,1.15,355
,,,,,
400  x  400 x 10,89,100,10,1.15,355
,,,,,
400  x  400 x 12,85,97,11,1.15,355
,,,,,
400  x  400 x 12,91,91,11,1.15,355
,,,,,
400  x  400 x 10,81,87,11,1.15,355
,,,,,
400  x  400 x 10,88,83,11,1.15,355
,,,,,
400  x  400 x 12,82,94,11,1.15,355
,,,,,
400  x  400 x 10,86,80,11,1.15,355
,,,,,
400  x  400 x 12,99,93,11,1.15,355
,,,,,
400  x  400 x 12,91,86,11,1.15,355
,,,,,
400  x  400 x 12,95,94,11,1.15,355
,,,,,
400  x  400 x 10,84,87,11,1.15,355
,,,,,
400  x  400 x 10,90,80,10,1.15,355
,,,,,
400  x  400 x 12,93,82,11,1.15,355
,,,,,
400  x  400 x 10,84,96,10,1.15,355
,,,,,
400  x  400 x 12,88,93,11,1.15,355
,,,,,
400  x  400 x 10,99,90,10,1.15,355
,,,,,
400  x  400 x 10,94,83,10,1.15,355
,,,,,
400  x  400 x 10,85,84,11,1.15,355
,,,,,
400  x  400 x 8,87,82,10,1.15,355
,,,,,
400  x  400 x 10,80,85,11,1.15,355
,,,,,
400  x  400 x 12,89,89,11,1.15,355
,,,,,
400  x  400 x 12,91,80,11,1.15,355
,,,,,
400  x  400 x 10,96,95,10,1.15,355
,,,,,
400  x  400 x 12.5,87,88,12,1.15,355
,,,,,
400  x  400 x 8,81,82,10,1.15,355
,,,,,
400  x  400 x 10,87,89,10,1.15,355
,,,,,
400  x  400 x 10,81,100,10,1.15,355
,,,,,
400  x  400 x 12,93,82,11,1.15,355
,,,,,
400  x  400 x 12,89,80,11,1.15,355
,,,,,
400  x  400 x 12,93,98,11,1.15,355
,,,,,
400  x  400 x 10,84,85,11,1.15,355
,,,,,
400  x  400 x 12,86,84,12,1.15,355
,,,,,
400  x  400 x 12,90,81,11,1.15,355
,,,,,
400  x  400 x 10,85,82,11,1.15,355
,,,,,
400  x  400 x 12,81,86,12,1.15,355
,,,,,
400  x  400 x 10,91,88,10,1.15,355
,,,,,
400  x  400 x 12,84,100,11,1.15,355
,,,,,
400  x  400 x 12,81,99,11,1.15,355
,,,,,
400  x  400 x 12,85,84,12,1.15,355
,,,,,
400  x  400 x 12,94,87,11,1.15,355
,,,,,
400  x  400 x 8,83,87,10,1.15,355
,,,,,
400  x  400 x 12,89,85,11,1.15,355
,,,,,
400  x  400 x 12,97,88,11,1.15,355
,,,,,
400  x  400 x 12,89,100,11,1.15,355
,,,,,
400  x  400 x 10,88,98,10,1.15,355
,,,,,
400  x  400 x 12,85,80,12,1.15,355
,,,,,
400  x  400 x 12,91,93,11,1.15,355
,,,,,
400  x  400 x 10,94,84,10,1.15,355
,,,,,
400  x  400 x 8,80,80,10,1.15,355
,,,,,
400  x  400 x 12,97,83,11,1.15,355
,,,,,
400  x  400 x 12,91,98,11,1.15,355
,,,,,
400  x  400 x 10,92,86,10,1.15,355
,,,,,
400  x  400 x 10,85,89,10,1.15,355
,,,,,
400  x  400 x 12,95,97,11,1.15,355
,,,,,
400  x  400 x 8,83,82,10,1.15,355
,,,,,
400  x  400 x 12,86,98,11,1.15,355
,,,,,
400  x  400 x 8,81,85,10,1.15,355
,,,,,
400  x  400 x 12,88,96,11,1.15,355
,,,,,
400  x  400 x 12,97,89,11,1.15,355
,,,,,
400  x  400 x 12,98,82,11,1.15,355
,,,,,
400  x  400 x 10,93,92,10,1.15,355
,,,,,
400  x  400 x 10,96,90,10,1.15,355
,,,,,
400  x  400 x 12,85,86,12,1.15,355
,,,,,
400  x  400 x 12.5,88,89,12,1.15,355
,,,,,
400  x  400 x 12.5,89,89,12,1.15,355
,,,,,
400  x  400 x 12,94,100,11,1.15,355
,,,,,
400  x  400 x 10,88,84,10,1.15,355
,,,,,
400  x  400 x 12,98,96,11,1.15,355
,,,,,
400  x  400 x 12,91,81,11,1.15,355
,,,,,
400  x  400 x 12.5,89,85,12,1.15,355
,,,,,
400  x  400 x 12,80,85,12,1.15,355
,,,,,
400  x  400 x 10,88,98,10,1.15,355
,,,,,
400  x  400 x 12,95,88,11,1.15,355
,,,,,
400  x  400 x 10,93,88,10,1.15,355
,,,,,
400  x  400 x 10,84,84,11,1.15,355
,,,,,
400  x  400 x 12,81,95,11,1.15,355
,,,,,
400  x  400 x 10,82,82,11,1.15,355
,,,,,
400  x  400 x 10,99,83,10,1.15,355
,,,,,
400  x  400 x 8,85,82,10,1.15,355
,,,,,
400  x  400 x 12,95,92,11,1.15,355
,,,,,
400  x  400 x 10,99,99,10,1.15,355
,,,,,
400  x  400 x 12,90,92,11,1.15,355
,,,,,
400  x  400 x 12,81,86,12,1.15,355
,,,,,
400  x  400 x 12,89,99,11,1.15,355
,,,,,
400  x  400 x 10,93,94,10,1.15,355
,,,,,
400  x  400 x 10,88,91,10,1.15,355
,,,,,
400  x  400 x 10,100,83,10,1.15,355
,,,,,
400  x  400 x 8,80,81,10,1.15,355
,,,,,
400  x  400 x 8,80,87,10,1.15,355
,,,,,
400  x  400 x 12.5,89,86,12,1.15,355
,,,,,
400  x  400 x 10,99,91,10,1.15,355
,,,,,
400  x  400 x 12.5,84,88,12,1.15,355
,,,,,
400  x  400 x 10,98,99,10,1.15,355
,,,,,
400  x  400 x 12,84,90,11,1.15,355
,,,,,
400  x  400 x 10,95,88,10,1.15,355
,,,,,
400  x  400 x 12,88,100,11,1.15,355
,,,,,
400  x  400 x 10,89,96,10,1.15,355
,,,,,
400  x  400 x 8,83,83,10,1.15,355
,,,,,
400  x  400 x 10,90,97,10,1.15,355
,,,,,
400  x  400 x 10,84,100,10,1.15,355
,,,,,
400  x  400 x 12,100,98,11,1.15,355
,,,,,
400  x  400 x 10,87,84,11,1.15,355
,,,,,
400  x  400 x 10,86,85,11,1.15,355
,,,,,
400  x  400 x 12,97,88,11,1.15,355
,,,,,
400  x  400 x 10,88,84,10,1.15,355
,,,,,
400  x  400 x 10,80,88,11,1.15,355
,,,,,
400  x  400 x 12,96,90,11,1.15,355
,,,,,
400  x  400 x 12,94,93,11,1.15,355
,,,,,
400  x  400 x 12,100,94,11,1.15,355
,,,,,
400  x  400 x 10,94,93,10,1.15,355
,,,,,
400  x  400 x 10,88,86,11,1.15,355
,,,,,
400  x  400 x 12,98,86,11,1.15,355
,,,,,
400  x  400 x 12,100,90,11,1.15,355
,,,,,
400  x  400 x 8,83,81,10,1.15,355
,,,,,
400  x  400 x 12,94,84,11,1.15,355
,,,,,
400  x  400 x 10,99,94,10,1.15,355
,,,,,
400  x  400 x 10,92,99,10,1.15,355
,,,,,
400  x  400 x 10,91,83,10,1.15,355
,,,,,
400  x  400 x 12,95,92,11,1.15,355
,,,,,
400  x  400 x 10,84,85,11,1.15,355
,,,,,
400  x  400 x 10,84,91,10,1.15,355
,,,,,
400  x  400 x 10,97,91,10,1.15,355
,,,,,
400  x  400 x 12,80,98,11,1.15,355
,,,,,
400  x  400 x 8,83,85,10,1.15,355
,,,,,
400  x  400 x 12,92,93,11,1.15,355
,,,,,
400  x  400 x 10,82,88,10,1.15,355
,,,,,
400  x  400 x 10,88,83,10,1.15,355
,,,,,
400  x  400 x 10,93,92,10,1.15,355
,,,,,
400  x  400 x 12,86,81,12,1.15,355
,,,,,
400  x  400 x 10,81,86,11,1.15,355
,,,,,
400  x  400 x 10,92,81,10,1.15,355
,,,,,
400  x  400 x 10,94,98,10,1.15,355
,,,,,
400  x  400 x 12,96,85,11,1.15,355
,,,,,
400  x  400 x 10,85,92,10,1.15,355
,,,,,
400  x  400 x 12,95,86,11,1.15,355
,,,,,
400  x  400 x 10,84,90,10,1.15,355
,,,,,
400  x  400 x 12,86,96,11,1.15,355
,,,,,
400  x  400 x 12,94,85,11,1.15,355
,,,,,
400  x  400 x 10,84,80,11,1.15,355
,,,,,
400  x  400 x 12.5,85,88,12,1.15,355
,,,,,
400  x  400 x 12,85,91,11,1.15,355
,,,,,
400  x  400 x 10,99,98,10,1.15,355
,,,,,
400  x  400 x 12,95,91,11,1.15,355
,,,,,
400  x  400 x 10,84,98,10,1.15,355
,,,,,
400  x  400 x 10,86,95,10,1.15,355
,,,,,
400  x  400 x 8,81,87,10,1.15,355
,,,,,
400  x  400 x 12,80,99,11,1.15,355
,,,,,
400  x  400 x 12.5,89,83,12,1.15,355
,,,,,
400  x  400 x 12,90,89,11,1.15,355
,,,,,
400  x  400 x 10,90,93,10,1.15,355
,,,,,
400  x  400 x 12,92,84,11,1.15,355
,,,,,
400  x  400 x 10,81,89,10,1.15,355
,,,,,
400  x  400 x 12,88,92,11,1.15,355
,,,,,
400  x  400 x 12,85,86,12,1.15,355
,,,,,
400  x  400 x 12,96,80,11,1.15,355
,,,,,
400  x  400 x 10,89,92,10,1.15,355
,,,,,
400  x  400 x 12,80,100,11,1.15,355
,,,,,
400  x  400 x 12,80,100,11,1.15,355
,,,,,
400  x  400 x 10,83,94,10,1.15,355
,,,,,
400  x  400 x 12,90,98,11,1.15,355
,,,,,
400  x  400 x 10,88,80,10,1.15,355
,,,,,
400  x  400 x 10,80,88,11,1.15,355
,,,,,
400  x  400 x 12,90,89,11,1.15,355
,,,,,
400  x  400 x 12,94,85,11,1.15,355
,,,,,
400  x  400 x 10,92,98,10,1.15,355
,,,,,
400  x  400 x 12,96,93,11,1.15,355
,,,,,
400  x  400 x 12,97,89,11,1.15,355
,,,,,
400  x  400 x 8,87,85,10,1.15,355
,,,,,
400  x  400 x 10,80,83,11,1.15,355
,,,,,
400  x  400 x 10,85,81,11,1.15,355
,,,,,
400  x  400 x 10,94,86,10,1.15,355
,,,,,
400  x  400 x 10,95,92,10,1.15,355
,,,,,
400  x  400 x 10,94,96,10,1.15,355
,,,,,
400  x  400 x 10,92,93,10,1.15,355
,,,,,
400  x  400 x 10,93,94,10,1.15,355
,,,,,
400  x  400 x 12,98,99,11,1.15,355
,,,,,
400  x  400 x 12,99,99,11,1.15,355
,,,,,
400  x  400 x 8,80,85,10,1.15,355
,,,,,
400  x  400 x 10,97,97,10,1.15,355
,,,,,
400  x  400 x 10,83,87,11,1.15,355
,,,,,
400  x  400 x 12,92,97,11,1.15,355
,,,,,
400  x  400 x 12,95,95,11,1.15,355
,,,,,
400  x  400 x 12.5,83,89,12,1.15,355
,,,,,
400  x  400 x 10,82,80,11,1.15,355
,,,,,
400  x  400 x 10,87,94,10,1.15,355
,,,,,
400  x  400 x 10,100,91,10,1.15,355
,,,,,
400  x  400 x 12,81,83,12,1.15,355
,,,,,
400  x  400 x 10,89,91,10,1.15,355
,,,,,
400  x  400 x 12,96,100,11,1.15,355
,,,,,
400  x  400 x 12,89,86,11,1.15,355
,,,,,
400  x  400 x 10,91,82,10,1.15,355
,,,,,
400  x  400 x 12,89,97,11,1.15,355
,,,,,
400  x  400 x 10,100,100,10,1.15,355
,,,,,
400  x  400 x 8,82,86,10,1.15,355
,,,,,
400  x  400 x 12,84,91,11,1.15,355
,,,,,
400  x  400 x 12,92,82,11,1.15,355
,,,,,
400  x  400 x 10,89,96,10,1.15,355
,,,,,
400  x  400 x 10,90,87,10,1.15,355
,,,,,
400  x  400 x 10,93,90,10,1.15,355
,,,,,
400  x  400 x 8,82,85,10,1.15,355
,,,,,
400  x  400 x 10,90,88,10,1.15,355
,,,,,
400  x  400 x 10,99,95,10,1.15,355
,,,,,
400  x  400 x 10,96,89,10,1.15,355
,,,,,
400  x  400 x 12,95,86,11,1.15,355
,,,,,
400  x  400 x 12,89,83,11,1.15,355
,,,,,
400  x  400 x 12,100,87,11,1.15,355
,,,,,
400  x  400 x 10,84,92,10,1.15,355
,,,,,
400  x  400 x 10,94,96,10,1.15,355
,,,,,
400  x  400 x 12,80,89,11,1.15,355
,,,,,
400  x  400 x 12,86,98,11,1.15,355
,,,,,
400  x  400 x 10,99,87,10,1.15,355
,,,,,
400  x  400 x 8,83,85,10,1.15,355
,,,,,
400  x  400 x 12,94,81,11,1.15,355
,,,,,
400  x  400 x 10,99,82,10,1.15,355
,,,,,
400  x  400 x 10,82,94,10,1.15,355
,,,,,
400  x  400 x 12,94,87,11,1.15,355
,,,,,
400  x  400 x 12,89,87,11,1.15,355
,,,,,
400  x  400 x 10,92,80,10,1.15,355
,,,,,
400  x  400 x 10,93,80,10,1.15,355
,,,,,
400  x  400 x 10,91,87,10,1.15,355
,,,,,
400  x  400 x 12,92,100,11,1.15,355
,,,,,
400  x  400 x 12,91,95,11,1.15,355
,,,,,
400  x  400 x 8,80,80,10,1.15,355
,,,,,
400  x  400 x 12,89,90,11,1.15,355
,,,,,
400  x  400 x 12.5,89,84,12,1.15,355
,,,,,
400  x  400 x 10,89,97,10,1.15,355
,,,,,
400  x  400 x 10,92,95,10,1.15,355
,,,,,
400  x  400 x 10,81,82,11,1.15,355
,,,,,
400  x  400 x 8,81,84,10,1.15,355
,,,,,
400  x  400 x 10,81,81,11,1.15,355
,,,,,
400  x  400 x 8,84,85,10,1.15,355
,,,,,
400  x  400 x 10,95,97,10,1.15,355
,,,,,
400  x  400 x 12,90,83,11,1.15,355
,,,,,
400  x  400 x 12.5,88,83,12,1.15,355
,,,,,
400  x  400 x 12.5,89,87,12,1.15,355
,,,,,
400  x  400 x 10,91,85,10,1.15,355
,,,,,
400  x  400 x 10,95,84,10,1.15,355
,,,,,
400  x  400 x 10,95,96,10,1.15,355
,,,,,
400  x  400 x 12,96,92,11,1.15,355
,,,,,
400  x  400 x 8,82,82,10,1.15,355
,,,,,
400  x  400 x 10,83,91,10,1.15,355
,,,,,
400  x  400 x 8,83,82,10,1.15,355
,,,,,
400  x  400 x 8,84,86,10,1.15,355
,,,,,
400  x  400 x 10,96,98,10,1.15,355
,,,,,
400  x  400 x 10,96,83,10,1.15,355
,,,,,
400  x  400 x 10,84,100,10,1.15,355
,,,,,
400  x  400 x 10,93,98,10,1.15,355
,,,,,
400  x  400 x 12,84,85,12,1.15,355
,,,,,
400  x  400 x 10,90,95,10,1.15,355
,,,,,
400  x  400 x 12,96,81,11,1.15,355
,,,,,
400  x  400 x 10,90,84,10,1.15,355
,,,,,
400  x  400 x 10,96,99,10,1.15,355
,,,,,
400  x  400 x 12,99,84,11,1.15,355
,,,,,
400  x  400 x 10,84,92,10,1.15,355
,,,,,
400  x  400 x 10,88,80,10,1.15,355
,,,,,
400  x  400 x 10,81,83,11,1.15,355
,,,,,
400  x  400 x 12,100,89,11,1.15,355
,,,,,
400  x  400 x 8,81,87,10,1.15,355
,,,,,
400  x  400 x 10,83,91,10,1.15,355
,,,,,
400  x  400 x 12.5,88,82,12,1.15,355
,,,,,
400  x  400 x 12,85,97,11,1.15,355
,,,,,
400  x  400 x 12,82,99,11,1.15,355
,,,,,
400  x  400 x 10,81,99,10,1.15,355
,,,,,
400  x  400 x 10,89,87,10,1.15,355
,,,,,
400  x  400 x 10,95,93,10,1.15,355
,,,,,
400  x  400 x 10,92,93,10,1.15,355
,,,,,
400  x  400 x 10,86,85,11,1.15,355
,,,,,
400  x  400 x 8,86,86,10,1.15,355
,,,,,
400  x  400 x 10,87,90,10,1.15,355
,,,,,
400  x  400 x 12,89,81,11,1.15,355
,,,,,
400  x  400 x 12,95,87,11,1.15,355
,,,,,
400  x  400 x 12,84,90,11,1.15,355
,,,,,
400  x  400 x 10,100,100,10,1.15,355
,,,,,
400  x  400 x 10,95,89,10,1.15,355
,,,,,
400  x  400 x 10,99,91,10,1.15,355
,,,,,
400  x  400 x 10,88,100,10,1.15,355
,,,,,
400  x  400 x 10,91,82,10,1.15,355
,,,,,
400  x  400 x 8,82,83,10,1.15,355
,,,,,
400  x  400 x 10,100,100,10,1.15,355
,,,,,
400  x  400 x 10,87,92,10,1.15,355
,,,,,
400  x  400 x 12,100,89,11,1.15,355
,,,,,
400  x  400 x 10,82,86,11,1.15,355
,,,,,
400  x  400 x 10,94,99,10,1.15,355
,,,,,
400  x  400 x 10,83,100,10,1.15,355
,,,,,
400  x  400 x 10,83,95,10,1.15,355
,,,,,
400  x  400 x 10,82,83,11,1.15,355
,,,,,
400  x  400 x 10,86,89,10,1.15,355
,,,,,
400  x  400 x 10,100,97,10,1.15,355
